"name","parent","size"
"2.1.12.8.7.2.NA.sub.6.3","2.1.12.8.7.2.NA.6",
"2.1.12.8.7.3.NA.6","2.1.12.8.7.NA.NA.5",
"2.1.12.8.7.3.1.7","2.1.12.8.7.3.NA.6",
"2.1.12.8.7.3.1.sub.7.1","2.1.12.8.7.3.1.7",
"2.1.12.8.7.3.1.sub.7.2","2.1.12.8.7.3.1.7",
"2.1.12.8.7.3.1.sub.7.3","2.1.12.8.7.3.1.7",
"2.1.12.8.7.3.2.7","2.1.12.8.7.3.NA.6",
"2.1.12.8.7.3.2.sub.7.1","2.1.12.8.7.3.2.7",
"2.1.12.8.7.3.2.sub.7.2","2.1.12.8.7.3.2.7",
"2.1.12.8.7.3.3.7","2.1.12.8.7.3.NA.6",
"2.1.12.8.7.3.3.sub.7.1","2.1.12.8.7.3.3.7",
"2.1.12.8.7.3.3.sub.7.2","2.1.12.8.7.3.3.7",
"2.1.12.8.7.3.NA.sub.6.1","2.1.12.8.7.3.NA.6",
"2.1.12.8.7.3.NA.sub.6.2","2.1.12.8.7.3.NA.6",
"2.1.12.8.7.3.NA.sub.6.3","2.1.12.8.7.3.NA.6",
"2.1.12.8.7.4.NA.6","2.1.12.8.7.NA.NA.5",
"2.1.12.8.7.4.1.7","2.1.12.8.7.4.NA.6",
"2.1.12.8.7.4.1.sub.7.1","2.1.12.8.7.4.1.7",
"2.1.12.8.7.4.1.sub.7.2","2.1.12.8.7.4.1.7",
"2.1.12.8.7.4.NA.sub.6.1","2.1.12.8.7.4.NA.6",
"2.1.12.8.7.4.NA.sub.6.2","2.1.12.8.7.4.NA.6",
"2.1.12.8.7.5.NA.6","2.1.12.8.7.NA.NA.5",
"2.1.12.8.7.5.NA.sub.6.1","2.1.12.8.7.5.NA.6",
"2.1.12.8.7.5.NA.sub.6.2","2.1.12.8.7.5.NA.6",
"2.1.12.8.7.6.NA.6","2.1.12.8.7.NA.NA.5",
"2.1.12.8.7.6.1.7","2.1.12.8.7.6.NA.6",
"2.1.12.8.7.6.1.sub.7.1","2.1.12.8.7.6.1.7",
"2.1.12.8.7.6.2.7","2.1.12.8.7.6.NA.6",
"2.1.12.8.7.6.2.sub.7.1","2.1.12.8.7.6.2.7",
"2.1.12.8.7.6.3.7","2.1.12.8.7.6.NA.6",
"2.1.12.8.7.6.3.sub.7.1","2.1.12.8.7.6.3.7",
"2.1.12.8.7.6.NA.sub.6.1","2.1.12.8.7.6.NA.6",
"2.1.12.8.7.6.NA.sub.6.2","2.1.12.8.7.6.NA.6",
"2.1.12.8.7.6.NA.sub.6.3","2.1.12.8.7.6.NA.6",
"2.1.12.8.7.7.NA.6","2.1.12.8.7.NA.NA.5",
"2.1.12.8.7.7.1.7","2.1.12.8.7.7.NA.6",
"2.1.12.8.7.7.1.sub.7.1","2.1.12.8.7.7.1.7",
"2.1.12.8.7.7.1.sub.7.2","2.1.12.8.7.7.1.7",
"2.1.12.8.7.7.2.7","2.1.12.8.7.7.NA.6",
"2.1.12.8.7.7.2.sub.7.1","2.1.12.8.7.7.2.7",
"2.1.12.8.7.7.2.sub.7.2","2.1.12.8.7.7.2.7",
"2.1.12.8.7.7.3.7","2.1.12.8.7.7.NA.6",
"2.1.12.8.7.7.3.sub.7.1","2.1.12.8.7.7.3.7",
"2.1.12.8.7.7.NA.sub.6.1","2.1.12.8.7.7.NA.6",
