"name","parent","size"
"northern languages","2.7.2.13.NA.NA.NA.sub.4.3","10"
"something desirable/advantageous","2.6.8.NA.NA.NA.NA.sub.3.1","10"
"style of bad translations","2.1.10.2.3.4.NA.sub.6.1","10"
"state of mind","2.1.4.NA.NA.NA.NA.sub.3.1","10"
"list of questions, questionnaire","2.2.3.NA.NA.NA.NA.sub.4.1","10"
"Expectation","2.1.14.NA.NA.NA.NA.3","10"
"by repeating","2.1.11.1.2.NA.NA.sub.5.1","10"
"imparting","2.6.12.NA.NA.NA.NA.sub.3.1","10"
"fact of being given","2.1.15.27.2.NA.NA.sub.4.3","10"
"so as to fix value","2.2.7.3.NA.NA.NA.sub.5.1","10"
"gullible person, dupe","2.1.12.8.7.3.3.sub.7.1","10"
"Metaphysics","2.1.15.5.NA.NA.NA.3","10"
"Accusation, charge","2.2.6.5.NA.NA.NA.5","10"
"state of being acquainted","2.4.13.15.NA.NA.NA.sub.4.1","10"
"confirmation with a seal","2.7.6.16.NA.NA.NA.sub.4.1","10"
"Scholarly knowledge, erudition","2.1.12.2.NA.NA.NA.4","10"
"Fate/destiny as determining events","2.5.2.1.NA.NA.NA.4","10"
"Learned person, scholar","2.1.12.2.1.NA.NA.5","10"
"Word","2.7.4.5.1.NA.NA.5","10"
"being/entity","2.1.15.5.1.NA.NA.sub.4.1","10"
"wonderful person","2.1.14.8.1.NA.NA.sub.5.1","10"
"Perception/cognition","2.1.7.NA.NA.NA.NA.3","10"
"Dejection","2.4.11.8.NA.NA.NA.4","10"
"one who converses","2.7.3.7.NA.NA.NA.sub.4.1","10"
"Experience","2.1.12.1.1.NA.NA.5","10"
"parting gift","2.6.12.1.NA.NA.NA.sub.4.1","10"
"other specific types of phrase","2.7.4.5.2.NA.NA.sub.5.1","10"
"evidence given, testimony","2.2.6.1.NA.NA.NA.sub.5.1","10"
"act/instance of","2.2.3.NA.NA.NA.NA.sub.4.1","10"
"Speech-making","2.7.3.6.NA.NA.NA.4","10"
"assigning/allotting","2.6.12.3.NA.NA.NA.sub.4.1","10"
"person speaking","2.7.2.6.NA.NA.NA.sub.4.5","10"
"quality of","2.1.12.1.NA.NA.NA.sub.4.2","10"
"Keeping from knowledge","2.1.12.10.1.NA.NA.5","10"
"Psychology of personality","2.1.5.12.NA.NA.NA.4","10"
"a bondsman/guarantor","2.7.3.13.4.NA.NA.sub.5.1","10"
"Research","2.2.4.1.NA.NA.NA.5","10"
"Jewellery","2.2.18.1.1.NA.NA.5","10"
"scientist","2.1.12.3.2.NA.NA.sub.5.1","10"
"Beauty","2.2.16.NA.NA.NA.NA.3","10"
"Offer/action of offering","2.6.12.6.NA.NA.NA.4","10"
"poor person","2.6.6.NA.NA.NA.NA.sub.3.1","10"
"Answer","2.2.5.NA.NA.NA.NA.4","10"
