"name","parent"
"Campbellite","3.8.2.2.8.7.1.sub.7.1"
"Davidist","3.8.2.2.8.7.1.sub.7.1"
"Dunkard","3.8.2.2.8.7.1.sub.7.1"
"free will","3.8.2.2.8.7.1.sub.7.1"
"Hemerobaptist","3.8.2.2.8.7.1.sub.7.1"
"Muncerian","3.8.2.2.8.7.1.sub.7.1"
"Munster","3.8.2.2.8.7.1.sub.7.1"
"old","3.8.2.2.8.7.1.sub.7.1"
"particular","3.8.2.2.8.7.1.sub.7.1"
"primitive","3.8.2.2.8.7.1.sub.7.1"
"self","3.8.2.2.8.7.1.sub.7.1"
"separatist","3.8.2.2.8.7.1.sub.7.1"
"seventh-day","3.8.2.2.8.7.1.sub.7.1"
"southern","3.8.2.2.8.7.1.sub.7.1"
"West Indian","3.8.2.2.8.7.1.sub.7.1"
"Munster","3.8.2.2.8.7.1.sub.7.1"
"self","3.8.2.2.8.7.1.sub.7.1"
"seventh-day","3.8.2.2.8.7.1.sub.7.1"
"Calvinism","3.8.2.2.8.8.NA.6"
"person","3.8.2.2.8.8.NA.sub.6.1"
"extreme","3.8.2.2.8.8.NA.sub.6.1"
"person","3.8.2.2.8.8.NA.sub.6.2"
"Calvinist","3.8.2.2.8.8.NA.6"
"making","3.8.2.2.8.8.NA.sub.6.1"
"extreme","3.8.2.2.8.8.NA.sub.6.1"
"Calvinism","3.8.2.2.8.8.NA.6"
"Follow Calvinism","3.8.2.2.8.8.NA.6"
"Make Calvinist","3.8.2.2.8.8.NA.6"
"camisar(d)","3.8.2.2.8.8.1.sub.7.1"
"Gomarist","3.8.2.2.8.8.1.sub.7.1"
"Hopkinsianism","3.8.2.2.8.8.1.sub.7.1"
"Taylorism","3.8.2.2.8.8.1.sub.7.1"
"Walkerite","3.8.2.2.8.8.1.sub.7.1"
"Hopkinsian","3.8.2.2.8.8.1.sub.7.1"
"Lutheranism","3.8.2.2.8.9.NA.6"
"person","3.8.2.2.8.9.NA.sub.6.1"
"Lutheran","3.8.2.2.8.9.NA.6"
"Follow Lutheranism","3.8.2.2.8.9.NA.6"
"Make Lutheran","3.8.2.2.8.9.NA.6"
"Calixtin","3.8.2.2.8.9.1.sub.7.1"
"person","3.8.2.2.8.9.1.sub.7.2"
"confessional","3.8.2.2.8.9.1.sub.7.1"
"Flacian","3.8.2.2.8.9.1.sub.7.1"
"Philippism","3.8.2.2.8.9.1.sub.7.1"
"person","3.8.2.2.8.9.1.sub.7.2"
"pietism","3.8.2.2.8.9.1.sub.7.1"
"person","3.8.2.2.8.9.1.sub.7.2"
"ubiquitism","3.8.2.2.8.9.1.sub.7.1"
"person","3.8.2.2.8.9.1.sub.7.2"
"Flacian","3.8.2.2.8.9.1.sub.7.1"
"Philippist","3.8.2.2.8.9.1.sub.7.1"
"pietist","3.8.2.2.8.9.1.sub.7.1"
"ubiquitist","3.8.2.2.8.9.1.sub.7.1"
"Mennonism","3.8.2.2.8.10.NA.6"
"person","3.8.2.2.8.10.NA.sub.6.1"
"Amish","3.8.2.2.8.10.1.sub.7.1"
"Amish","3.8.2.2.8.10.1.sub.7.1"
"Methodism","3.8.2.2.8.11.NA.6"
"person","3.8.2.2.8.11.NA.sub.6.1"
"Methodist","3.8.2.2.8.11.NA.6"
"not","3.8.2.2.8.11.NA.sub.6.1"
"Methodist","3.8.2.2.8.11.NA.6"
"Follow Methodism","3.8.2.2.8.11.NA.6"
"Convert to Methodism","3.8.2.2.8.11.NA.6"
"Huntingdonian","3.8.2.2.8.11.1.sub.7.1"
"Kilhamite","3.8.2.2.8.11.1.sub.7.1"
"jumperism","3.8.2.2.8.11.1.sub.7.1"
"person","3.8.2.2.8.11.1.sub.7.2"
"primitive","3.8.2.2.8.11.1.sub.7.1"
"person","3.8.2.2.8.11.1.sub.7.2"
"sacramentarian","3.8.2.2.8.11.1.sub.7.1"
"separate","3.8.2.2.8.11.1.sub.7.1"
"shouter","3.8.2.2.8.11.1.sub.7.1"
"Wesleyan","3.8.2.2.8.11.1.sub.7.1"
"person","3.8.2.2.8.11.1.sub.7.2"
"advocating separation from Church of England","3.8.2.2.8.11.1.sub.7.3"
"Whitefieldian","3.8.2.2.8.11.1.sub.7.1"
"person","3.8.2.2.8.11.1.sub.7.2"
"Huntingdonian","3.8.2.2.8.11.1.sub.7.1"
"Wesleyan","3.8.2.2.8.11.1.sub.7.1"
"Moravianism","3.8.2.2.8.12.NA.6"
"person","3.8.2.2.8.12.NA.sub.6.1"
"collective","3.8.2.2.8.12.NA.sub.6.2"
"division of","3.8.2.2.8.12.NA.sub.6.3"
"Inghamite","3.8.2.2.8.12.NA.sub.6.2"
"Moravian","3.8.2.2.8.12.NA.6"
"Mormonism","3.8.2.2.8.13.NA.6"
"person","3.8.2.2.8.13.NA.sub.6.1"
"female","3.8.2.2.8.13.NA.sub.6.2"
"collective","3.8.2.2.8.13.NA.sub.6.2"
"founder","3.8.2.2.8.13.NA.sub.6.2"
"president","3.8.2.2.8.13.NA.sub.6.2"
"Danite","3.8.2.2.8.13.NA.sub.6.2"
"not","3.8.2.2.8.13.NA.sub.6.2"
"but sympathetic","3.8.2.2.8.13.NA.sub.6.3"
"administrative division","3.8.2.2.8.13.NA.sub.6.1"
"Mormon","3.8.2.2.8.13.NA.6"
"not","3.8.2.2.8.13.NA.sub.6.1"
"Plymouth brethren","3.8.2.2.8.14.NA.6"
"person","3.8.2.2.8.14.NA.sub.6.1"
"female","3.8.2.2.8.14.NA.sub.6.2"
"collective","3.8.2.2.8.14.NA.sub.6.2"
"non-separatist","3.8.2.2.8.14.NA.sub.6.3"
"Presbyterianism","3.8.2.2.8.15.NA.6"
"extreme","3.8.2.2.8.15.NA.sub.6.1"
"person","3.8.2.2.8.15.NA.sub.6.1"
"collective","3.8.2.2.8.15.NA.sub.6.2"
"rabbler","3.8.2.2.8.15.NA.sub.6.2"
"action of","3.8.2.2.8.15.NA.sub.6.3"
"Presbyterian","3.8.2.2.8.15.NA.6"
"all","3.8.2.2.8.15.NA.sub.6.1"
"after disruption","3.8.2.2.8.15.NA.sub.6.1"
"not","3.8.2.2.8.15.NA.sub.6.1"
"Presbyterian","3.8.2.2.8.15.NA.6"
"Follow Presbyterianism","3.8.2.2.8.15.NA.6"
"Make Presbyterian","3.8.2.2.8.15.NA.6"
"rabble","3.8.2.2.8.15.NA.sub.6.1"
"Cameronian","3.8.2.2.8.15.1.sub.7.1"
"Congregationalist","3.8.2.2.8.15.1.sub.7.1"
"American","3.8.2.2.8.15.1.sub.7.2"
"person","3.8.2.2.8.15.1.sub.7.2"
"evangelical","3.8.2.2.8.15.1.sub.7.1"
"free church","3.8.2.2.8.15.1.sub.7.1"
"collective","3.8.2.2.8.15.1.sub.7.2"
"Glassite","3.8.2.2.8.15.1.sub.7.1"
"Sandemanianism","3.8.2.2.8.15.1.sub.7.2"
"person","3.8.2.2.8.15.1.sub.7.3"
"Hebridean","3.8.2.2.8.15.1.sub.7.1"
"Morisonian","3.8.2.2.8.15.1.sub.7.1"
"person","3.8.2.2.8.15.1.sub.7.2"
"new school","3.8.2.2.8.15.1.sub.7.1"
"relief","3.8.2.2.8.15.1.sub.7.1"
"collective","3.8.2.2.8.15.1.sub.7.2"
"Rowism","3.8.2.2.8.15.1.sub.7.1"
"person","3.8.2.2.8.15.1.sub.7.2"
"secession","3.8.2.2.8.15.1.sub.7.1"
"person","3.8.2.2.8.15.1.sub.7.2"
"collective","3.8.2.2.8.15.1.sub.7.3"
"burgher","3.8.2.2.8.15.1.sub.7.3"
"not","3.8.2.2.8.15.1.sub.7.4"
"Smectymnuan","3.8.2.2.8.15.1.sub.7.1"
"united free","3.8.2.2.8.15.1.sub.7.1"
"person","3.8.2.2.8.15.1.sub.7.2"
"United Presbyterian","3.8.2.2.8.15.1.sub.7.1"
"Wee Free","3.8.2.2.8.15.1.sub.7.1"
"Cameronian","3.8.2.2.8.15.1.sub.7.1"
"congregational","3.8.2.2.8.15.1.sub.7.1"
"organised according to","3.8.2.2.8.15.1.sub.7.2"
"evangelical","3.8.2.2.8.15.1.sub.7.1"
"Glassite","3.8.2.2.8.15.1.sub.7.1"
"Morisonian","3.8.2.2.8.15.1.sub.7.1"
"secession","3.8.2.2.8.15.1.sub.7.1"
"United Presbyterian","3.8.2.2.8.15.1.sub.7.1"
"congregational","3.8.2.2.8.15.1.sub.7.1"
"make congregational","3.8.2.2.8.15.1.sub.7.1"
"Puritanism","3.8.2.2.8.16.NA.6"
"not","3.8.2.2.8.16.NA.sub.6.1"
"quality","3.8.2.2.8.16.NA.sub.6.1"
"person","3.8.2.2.8.16.NA.sub.6.1"
"collective","3.8.2.2.8.16.NA.sub.6.2"
"not","3.8.2.2.8.16.NA.sub.6.2"
"Puritan","3.8.2.2.8.16.NA.6"
"not","3.8.2.2.8.16.NA.sub.6.1"
"Puritan","3.8.2.2.8.16.NA.6"
"Follow puritanism","3.8.2.2.8.16.NA.6"
"Make puritan","3.8.2.2.8.16.NA.6"
"Albigensian","3.8.2.2.8.16.1.7"
"Albigensian","3.8.2.2.8.16.1.7"
"Quakerism","3.8.2.2.8.17.NA.6"
"quality","3.8.2.2.8.17.NA.sub.6.1"
"person","3.8.2.2.8.17.NA.sub.6.1"
"female","3.8.2.2.8.17.NA.sub.6.2"
"not","3.8.2.2.8.17.NA.sub.6.2"
"collective","3.8.2.2.8.17.NA.sub.6.3"
"officer","3.8.2.2.8.17.NA.sub.6.2"
"making","3.8.2.2.8.17.NA.sub.6.1"
"Quaker","3.8.2.2.8.17.NA.6"
"under concern","3.8.2.2.8.17.NA.sub.6.1"
"not strict","3.8.2.2.8.17.NA.sub.6.1"
"not like a Quaker","3.8.2.2.8.17.NA.sub.6.1"
"Quaker","3.8.2.2.8.17.NA.6"
"Make Quaker","3.8.2.2.8.17.NA.6"
"Beaconite","3.8.2.2.8.17.1.sub.7.1"
"Gurneyite","3.8.2.2.8.17.1.sub.7.1"
"Hicksite","3.8.2.2.8.17.1.sub.7.1"
"Shaker","3.8.2.2.8.17.1.sub.7.1"
"person","3.8.2.2.8.17.1.sub.7.2"
"female","3.8.2.2.8.17.1.sub.7.3"
"collective","3.8.2.2.8.17.1.sub.7.3"
"Wilburite","3.8.2.2.8.17.1.sub.7.1"
"Gurneyite","3.8.2.2.8.17.1.sub.7.1"
"Shaker","3.8.2.2.8.17.1.sub.7.1"
"Wilburite","3.8.2.2.8.17.1.sub.7.1"
"Salvationism","3.8.2.2.8.18.NA.6"
"person","3.8.2.2.8.18.NA.sub.6.1"
"female","3.8.2.2.8.18.NA.sub.6.2"
"officer","3.8.2.2.8.18.NA.sub.6.2"
"collective","3.8.2.2.8.18.NA.sub.6.2"
"group disrupting activities of","3.8.2.2.8.18.NA.sub.6.3"
"member of","3.8.2.2.8.18.NA.sub.6.4"
"Salvationism","3.8.2.2.8.18.NA.6"
"Unitarianism","3.8.2.2.8.19.NA.6"
"person","3.8.2.2.8.19.NA.sub.6.1"
"Unitarian","3.8.2.2.8.19.NA.6"
"binitarianism","3.8.2.2.8.19.1.sub.7.1"
"person","3.8.2.2.8.19.1.sub.7.2"
"monarchism","3.8.2.2.8.19.1.sub.7.1"
"person","3.8.2.2.8.19.1.sub.7.2"
"Noetianism","3.8.2.2.8.19.1.sub.7.1"
"person","3.8.2.2.8.19.1.sub.7.2"
"remonstrant synod","3.8.2.2.8.19.1.sub.7.1"
"Socinian","3.8.2.2.8.19.1.sub.7.1"
"person","3.8.2.2.8.19.1.sub.7.2"
"Racovian","3.8.2.2.8.19.1.sub.7.3"
"Tetradite","3.8.2.2.8.19.1.sub.7.1"
"binitarian","3.8.2.2.8.19.1.sub.7.1"
"monarchism","3.8.2.2.8.19.1.sub.7.1"
"Noetian","3.8.2.2.8.19.1.sub.7.1"
"Socinian","3.8.2.2.8.19.1.sub.7.1"
"Racovian","3.8.2.2.8.19.1.sub.7.2"
"follow","3.8.2.2.8.19.1.sub.7.1"
"make","3.8.2.2.8.19.1.sub.7.1"
"Waldensian","3.8.2.2.8.20.NA.6"
"person","3.8.2.2.8.20.NA.sub.6.1"
"collective","3.8.2.2.8.20.NA.sub.6.2"
"Waldensian","3.8.2.2.8.20.NA.6"
"Acephali","3.8.2.2.9.1.NA.6"
"person","3.8.2.2.9.1.NA.sub.6.1"
"Acephali","3.8.2.2.9.1.NA.6"
"Adamitism","3.8.2.2.9.2.NA.6"
"person","3.8.2.2.9.2.NA.sub.6.1"
"Adoptionism","3.8.2.2.9.3.NA.6"
"person","3.8.2.2.9.3.NA.sub.6.1"
"Agepamonite","3.8.2.2.9.4.NA.6"
"Agnoetism","3.8.2.2.9.5.NA.6"
"persons","3.8.2.2.9.5.NA.sub.6.1"
"Agonyclite","3.8.2.2.9.6.NA.6"
"Alogian","3.8.2.2.9.7.NA.6"
"Angelist","3.8.2.2.9.8.NA.6"
"Follow","3.8.2.2.9.8.NA.6"
"Angelite","3.8.2.2.9.9.NA.6"
"Anointer","3.8.2.2.9.10.NA.6"
"Anthropomorphite","3.8.2.2.9.11.NA.6"
"in Egypt","3.8.2.2.9.11.NA.sub.6.1"
"Antinomianism","3.8.2.2.9.12.NA.6"
"person","3.8.2.2.9.12.NA.sub.6.1"
"ranting","3.8.2.2.9.12.NA.sub.6.1"
"person","3.8.2.2.9.12.NA.sub.6.2"
"libertine","3.8.2.2.9.12.NA.sub.6.1"
"Huntingdonian","3.8.2.2.9.12.NA.sub.6.1"
"Vanist","3.8.2.2.9.12.NA.sub.6.1"
"Antinomian","3.8.2.2.9.12.NA.6"
"libertine","3.8.2.2.9.12.NA.sub.6.1"
"Teach/make antinomian","3.8.2.2.9.12.NA.6"
"Antipodist","3.8.2.2.9.13.NA.6"
"Aphthartodocetae","3.8.2.2.9.14.NA.6"
"Apollinarianism","3.8.2.2.9.15.NA.6"
"person","3.8.2.2.9.15.NA.sub.6.1"
"Apollinarian","3.8.2.2.9.15.NA.6"
"Apostolic","3.8.2.2.9.16.NA.6"
"member","3.8.2.2.9.16.NA.sub.6.1"
"Apotactite","3.8.2.2.9.17.NA.6"
"Aquarian","3.8.2.2.9.18.NA.6"
"Arabian","3.8.2.2.9.19.NA.6"
"Arnoldist","3.8.2.2.9.20.NA.6"
"Artotyrite","3.8.2.2.9.21.NA.6"
"Assimilator","3.8.2.2.9.22.NA.6"
"Augustinian (Bohemian)","3.8.2.2.9.23.NA.6"
"Bardesanism","3.8.2.2.9.24.NA.6"
"Baxterian","3.8.2.2.9.25.NA.6"
"Bible-Christian","3.8.2.2.9.26.NA.6"
"Blaster","3.8.2.2.9.27.NA.6"
"Blue-domeism","3.8.2.2.9.28.NA.6"
"person","3.8.2.2.9.28.NA.sub.6.1"
"Boehmenism","3.8.2.2.9.29.NA.6"
"person","3.8.2.2.9.29.NA.sub.6.1"
"Boehmenism","3.8.2.2.9.29.NA.6"
"Bogomilism","3.8.2.2.9.30.NA.6"
"person","3.8.2.2.9.30.NA.sub.6.1"
"Bogomilism","3.8.2.2.9.30.NA.6"
"Brethren","3.8.2.2.9.31.NA.6"
"Brotherist","3.8.2.2.9.32.NA.6"
"Buchmanism","3.8.2.2.9.33.NA.6"
"person","3.8.2.2.9.33.NA.sub.6.1"
"collective","3.8.2.2.9.33.NA.sub.6.2"
"Buchmanism","3.8.2.2.9.33.NA.6"
"Bush brother","3.8.2.2.9.34.NA.6"
"Cainism","3.8.2.2.9.35.NA.6"
"person","3.8.2.2.9.35.NA.sub.6.1"
"Cainism","3.8.2.2.9.35.NA.6"
"Capharnaism","3.8.2.2.9.36.NA.6"
"Carpocration","3.8.2.2.9.37.NA.6"
"Christadelphianism","3.8.2.2.9.38.NA.6"
"person","3.8.2.2.9.38.NA.sub.6.1"
"Christadelphian","3.8.2.2.9.38.NA.6"
"Christian Science","3.8.2.2.9.39.NA.6"
"person","3.8.2.2.9.39.NA.sub.6.1"
"Clementine","3.8.2.2.9.40.NA.6"
"Collegian","3.8.2.2.9.41.NA.6"
"Convulsionism","3.8.2.2.9.42.NA.6"
"person","3.8.2.2.9.42.NA.sub.6.1"
"dancing","3.8.2.2.9.42.NA.sub.6.2"
"jerking","3.8.2.2.9.42.NA.sub.6.2"
"rolling","3.8.2.2.9.42.NA.sub.6.2"
"Convulsionism","3.8.2.2.9.42.NA.6"
"Destructionist","3.8.2.2.9.43.NA.6"
"person","3.8.2.2.9.43.NA.sub.6.1"
"Disciplinant","3.8.2.2.9.44.NA.6"
"Ebionitism","3.8.2.2.9.45.NA.6"
"person","3.8.2.2.9.45.NA.sub.6.1"
"Ebionitism","3.8.2.2.9.45.NA.6"
"Endeavourer","3.8.2.2.9.46.NA.6"
"Enthusiasts","3.8.2.2.9.47.NA.6"
"Essenism","3.8.2.2.9.48.NA.6"
"person following debased","3.8.2.2.9.48.NA.sub.6.1"
"Euchite","3.8.2.2.9.49.NA.6"
"Euchite","3.8.2.2.9.49.NA.6"
"Eutychianism","3.8.2.2.9.50.NA.6"
"person","3.8.2.2.9.50.NA.sub.6.1"
"Eutychianism","3.8.2.2.9.50.NA.6"
"Faithist","3.8.2.2.9.51.NA.6"
"Familism","3.8.2.2.9.52.NA.6"
"person","3.8.2.2.9.52.NA.sub.6.1"
"collective","3.8.2.2.9.52.NA.sub.6.2"
"Grindletonian","3.8.2.2.9.52.NA.sub.6.2"
"Familism","3.8.2.2.9.52.NA.6"
"Familism","3.8.2.2.9.52.NA.6"
"Hallelujah","3.8.2.2.9.53.NA.6"
"Harmonist","3.8.2.2.9.54.NA.6"
"Henrician","3.8.2.2.9.55.NA.6"
"Hermesianism","3.8.2.2.9.56.NA.6"
"Hieracite","3.8.2.2.9.57.NA.6"
"Hypsistarian","3.8.2.2.9.58.NA.6"
"Hypsistarian","3.8.2.2.9.58.NA.6"
"Illuminati (Bavarian)","3.8.2.2.9.59.NA.6"
"Illuminati (Bavarian)","3.8.2.2.9.59.NA.6"
"Make illuminati (Bavarian)","3.8.2.2.9.59.NA.6"
"Illuminati (Spanish)","3.8.2.2.9.60.NA.6"
"Invisibles","3.8.2.2.9.61.NA.6"
"Irvingism","3.8.2.2.9.62.NA.6"
"person","3.8.2.2.9.62.NA.sub.6.1"
"collective","3.8.2.2.9.62.NA.sub.6.2"
"Irvingism","3.8.2.2.9.62.NA.6"
"Jehovah's Witness","3.8.2.2.9.63.NA.6"
"Joachimism","3.8.2.2.9.64.NA.6"
"person","3.8.2.2.9.64.NA.sub.6.1"
"Joachimism","3.8.2.2.9.64.NA.6"
"Jocism","3.8.2.2.9.65.NA.6"
"person","3.8.2.2.9.65.NA.sub.6.1"
"Jordanite","3.8.2.2.9.66.NA.6"
"Josephism","3.8.2.2.9.67.NA.6"
"Jovinianist","3.8.2.2.9.68.NA.6"
"Jovinianist","3.8.2.2.9.68.NA.6"
"Khlist","3.8.2.2.9.69.NA.6"
"Luciferian","3.8.2.2.9.70.NA.6"
"Luciferian","3.8.2.2.9.70.NA.6"
"Lullism","3.8.2.2.9.71.NA.6"
"Lullism","3.8.2.2.9.71.NA.6"
"Macedonianism","3.8.2.2.9.72.NA.6"
"person","3.8.2.2.9.72.NA.sub.6.1"
"Majorism","3.8.2.2.9.73.NA.6"
"person","3.8.2.2.9.73.NA.sub.6.1"
"Majorism","3.8.2.2.9.73.NA.6"
"Marcionism","3.8.2.2.9.74.NA.6"
"person","3.8.2.2.9.74.NA.sub.6.1"
"Marcionism","3.8.2.2.9.74.NA.6"
"Martinism","3.8.2.2.9.75.NA.6"
"person","3.8.2.2.9.75.NA.sub.6.1"
"Materialist","3.8.2.2.9.76.NA.6"
"Materialist","3.8.2.2.9.76.NA.6"
"Millerism","3.8.2.2.9.77.NA.6"
"person","3.8.2.2.9.77.NA.sub.6.1"
"Monothelitism","3.8.2.2.9.78.NA.6"
"person","3.8.2.2.9.78.NA.sub.6.1"
"Monothelitism","3.8.2.2.9.78.NA.6"
"Montanism","3.8.2.2.9.79.NA.6"
"person","3.8.2.2.9.79.NA.sub.6.1"
"Montanism","3.8.2.2.9.79.NA.6"
"Follow Montanism","3.8.2.2.9.79.NA.6"
"Muggletonianism","3.8.2.2.9.80.NA.6"
"person","3.8.2.2.9.80.NA.sub.6.1"
"Muggletonian","3.8.2.2.9.80.NA.6"
"Nazarene (Hungarian)","3.8.2.2.9.81.NA.6"
"Nazarene (Hungarian)","3.8.2.2.9.81.NA.6"
"Nazarenism","3.8.2.2.9.82.NA.6"
"person","3.8.2.2.9.82.NA.sub.6.1"
"Nazarenism","3.8.2.2.9.82.NA.6"
"Neighbours","3.8.2.2.9.83.NA.6"
"New light","3.8.2.2.9.84.NA.6"
"New thought","3.8.2.2.9.85.NA.6"
"person","3.8.2.2.9.85.NA.sub.6.1"
"Nicolaitanism","3.8.2.2.9.86.NA.6"
"person","3.8.2.2.9.86.NA.sub.6.1"
"Nicolaitanism","3.8.2.2.9.86.NA.6"
"Novatianism","3.8.2.2.9.87.NA.6"
"person","3.8.2.2.9.87.NA.sub.6.1"
"Novatianism","3.8.2.2.9.87.NA.6"
"Nubians","3.8.2.2.9.88.NA.6"
"Old Christian church","3.8.2.2.9.89.NA.6"
"Opinionist","3.8.2.2.9.90.NA.6"
"Orange order","3.8.2.2.9.91.NA.6"
"person","3.8.2.2.9.91.NA.sub.6.1"
"Orange order","3.8.2.2.9.91.NA.6"
"Origenist","3.8.2.2.9.92.NA.6"
"Osiandrist","3.8.2.2.9.93.NA.6"
"Ouspenskyist","3.8.2.2.9.94.NA.6"
"Ouspenskyist","3.8.2.2.9.94.NA.6"
"Overcomer","3.8.2.2.9.95.NA.6"
"Patrician","3.8.2.2.9.96.NA.6"
"Patripassianism","3.8.2.2.9.97.NA.6"
"person","3.8.2.2.9.97.NA.sub.6.1"
"Patripassianism","3.8.2.2.9.97.NA.6"
"Patripassianism","3.8.2.2.9.97.NA.6"
"Paulian (Samosata)","3.8.2.2.9.98.NA.6"
"Paulian (Samosata)","3.8.2.2.9.98.NA.6"
"Peculiar people","3.8.2.2.9.99.NA.6"
"Pentecostalism","3.8.2.2.9.99.1.7"
"person","3.8.2.2.9.99.1.sub.7.1"
"neo-Pentecostalism","3.8.2.2.9.99.1.sub.7.1"
"person","3.8.2.2.9.99.1.sub.7.2"
"charismatic movement","3.8.2.2.9.99.1.sub.7.1"
"beliefs/practices","3.8.2.2.9.99.1.sub.7.2"
"person","3.8.2.2.9.99.1.sub.7.2"
"Pentecostalism","3.8.2.2.9.99.1.7"
"neo-Pentecostalism","3.8.2.2.9.99.1.sub.7.1"
"charismatic movement","3.8.2.2.9.99.1.sub.7.1"
"Petrobrusian","3.8.2.2.9.99.2.7"
"Phantasiast","3.8.2.2.9.99.3.7"
"Phantasiast","3.8.2.2.9.99.3.7"
"Philadelphianism","3.8.2.2.9.99.4.7"
"person","3.8.2.2.9.99.4.sub.7.1"
"Philadelphianism","3.8.2.2.9.99.4.7"
"Photianism","3.8.2.2.9.99.5.7"
"person","3.8.2.2.9.99.5.sub.7.1"
"Photianism","3.8.2.2.9.99.5.7"
"Pneumatomachy","3.8.2.2.9.99.6.7"
"person","3.8.2.2.9.99.6.sub.7.1"
"Pneumatomachy","3.8.2.2.9.99.6.7"
"Restorationism","3.8.2.2.9.99.7.7"
"person","3.8.2.2.9.99.7.sub.7.1"
"Restorationism","3.8.2.2.9.99.7.7"
"River Brethren","3.8.2.2.9.99.8.7"
"Rogerene","3.8.2.2.9.99.9.7"
"Sabbatarianism","3.8.2.2.9.99.10.7"
"person","3.8.2.2.9.99.10.sub.7.1"
"not","3.8.2.2.9.99.10.sub.7.2"
"Sabbatarianism","3.8.2.2.9.99.10.7"
"Sabbathaism","3.8.2.2.9.99.11.7"
"person","3.8.2.2.9.99.11.sub.7.1"
"Sabbathaism","3.8.2.2.9.99.11.7"
"Sabbatian","3.8.2.2.9.99.12.7"
"Sabian","3.8.2.2.9.99.13.7"
"Sabian","3.8.2.2.9.99.13.7"
"Saducean","3.8.2.2.9.99.14.7"
"Following","3.8.2.2.9.99.14.7"
"Samaritanism","3.8.2.2.9.99.15.7"
"person","3.8.2.2.9.99.15.sub.7.1"
"Sampsaean","3.8.2.2.9.99.16.7"
"Schwenkfeldianism","3.8.2.2.9.99.17.7"
"person","3.8.2.2.9.99.17.sub.7.1"
"Separatist","3.8.2.2.9.99.18.7"
"Septembrian","3.8.2.2.9.99.19.7"
"Sepulchral","3.8.2.2.9.99.20.7"
"Servetianism","3.8.2.2.9.99.21.7"
"person","3.8.2.2.9.99.21.sub.7.1"
"Seventh-day Adventist","3.8.2.2.9.99.22.7"
"Sibyllist","3.8.2.2.9.99.23.7"
"Simeonism","3.8.2.2.9.99.24.7"
"Simonianism","3.8.2.2.9.99.25.7"
"person","3.8.2.2.9.99.25.sub.7.1"
"Simonianism","3.8.2.2.9.99.25.7"
"Skoptsism","3.8.2.2.9.99.26.7"
"persons","3.8.2.2.9.99.26.sub.7.1"
"Smalcaldian","3.8.2.2.9.99.27.7"
"Southcottian","3.8.2.2.9.99.28.7"
"collective","3.8.2.2.9.99.28.sub.7.1"
"Southcottian","3.8.2.2.9.99.28.7"
"Stercoranism","3.8.2.2.9.99.29.7"
"person","3.8.2.2.9.99.29.sub.7.1"
"Stundism","3.8.2.2.9.99.30.7"
"person","3.8.2.2.9.99.30.sub.7.1"
"Swedenborgianism","3.8.2.2.9.99.31.7"
"person","3.8.2.2.9.99.31.sub.7.1"
"Swedenborgianism","3.8.2.2.9.99.31.7"
"Sweet singers","3.8.2.2.9.99.32.7"
"Synusiast","3.8.2.2.9.99.33.7"
"Tatianist","3.8.2.2.9.99.34.7"
"Theophilanthropy","3.8.2.2.9.99.35.7"
"person","3.8.2.2.9.99.35.sub.7.1"
"Theophilanthropy","3.8.2.2.9.99.35.7"
"Thomaean","3.8.2.2.9.99.36.7"
"Thomaean","3.8.2.2.9.99.36.7"
"Thnetopsychism","3.8.2.2.9.99.37.7"
"Transcendentalism (N. England)","3.8.2.2.9.99.38.7"
"Triclavianism","3.8.2.2.9.99.39.7"
"person","3.8.2.2.9.99.39.sub.7.1"
"Tropics","3.8.2.2.9.99.40.7"
"member","3.8.2.2.9.99.40.sub.7.1"
"Turlupins","3.8.2.2.9.99.41.7"
"Unification church","3.8.2.2.9.99.42.7"
"person","3.8.2.2.9.99.42.sub.7.1"
"Utraquism","3.8.2.2.9.99.43.7"
"person","3.8.2.2.9.99.43.sub.7.1"
"Utraquism","3.8.2.2.9.99.43.7"
"Valesian","3.8.2.2.9.99.44.7"
"Waterlander","3.8.2.2.9.99.45.7"
"Waterlander","3.8.2.2.9.99.45.7"
"Winebrennarian","3.8.2.2.9.99.46.7"
"Winebrennarian","3.8.2.2.9.99.46.7"
"Zionist","3.8.2.2.9.99.47.7"
"Zionist","3.8.2.2.9.99.47.7"
"Zionite","3.8.2.2.9.99.48.7"
"Zwinglianism","3.8.2.2.9.99.49.7"
"person","3.8.2.2.9.99.49.sub.7.1"
"Zwinglianism","3.8.2.2.9.99.49.7"
"Non-Judaeo-Christian religions","3.8.2.3.NA.NA.NA.4"
"Buddhism","3.8.2.3.1.NA.NA.5"
"embracing all","3.8.2.3.1.NA.NA.sub.5.1"
"person","3.8.2.3.1.NA.NA.sub.5.1"
"founder/teacher of","3.8.2.3.1.NA.NA.sub.5.1"
"office of","3.8.2.3.1.NA.NA.sub.5.2"
"condition of","3.8.2.3.1.NA.NA.sub.5.2"
"title of","3.8.2.3.1.NA.NA.sub.5.2"
"concepts in","3.8.2.3.1.NA.NA.sub.5.1"
"Buddhist","3.8.2.3.1.NA.NA.5"
"all","3.8.2.3.1.NA.NA.sub.5.1"
"Buddhist","3.8.2.3.1.NA.NA.5"
"dilemmist","3.8.2.3.1.1.NA.sub.6.1"
"Gelugpa","3.8.2.3.1.1.NA.sub.6.1"
