"name","parent"
"one's son's/daughter's nephew","3.1.1.3.8.NA.NA.sub.5.2"
"nephew-in-law","3.1.1.3.8.NA.NA.sub.5.2"
"about to become","3.1.1.3.8.NA.NA.sub.5.3"
"condition of nephew","3.1.1.3.8.NA.NA.sub.5.2"
"niece","3.1.1.3.8.NA.NA.sub.5.1"
"half-niece","3.1.1.3.8.NA.NA.sub.5.2"
"daughter of one's nephew/niece","3.1.1.3.8.NA.NA.sub.5.2"
"one's son's/daughter's niece","3.1.1.3.8.NA.NA.sub.5.2"
"step-niece","3.1.1.3.8.NA.NA.sub.5.2"
"niece-in-law","3.1.1.3.8.NA.NA.sub.5.2"
"condition of niece","3.1.1.3.8.NA.NA.sub.5.2"
"to a nephew","3.1.1.3.8.NA.NA.sub.5.1"
"having no niece","3.1.1.3.8.NA.NA.sub.5.1"
"Cousin","3.1.1.3.9.NA.NA.5"
"collectively","3.1.1.3.9.NA.NA.sub.5.1"
"brothers' children","3.1.1.3.9.NA.NA.sub.5.2"
"young male cousin","3.1.1.3.9.NA.NA.sub.5.1"
"first cousin","3.1.1.3.9.NA.NA.sub.5.1"
"child of father's sister/mother's brother","3.1.1.3.9.NA.NA.sub.5.1"
"one of children of two sisters/brothers","3.1.1.3.9.NA.NA.sub.5.1"
"step-cousin","3.1.1.3.9.NA.NA.sub.5.1"
"cousin's wife/husband","3.1.1.3.9.NA.NA.sub.5.1"
"parent's first cousin","3.1.1.3.9.NA.NA.sub.5.1"
"child of parent's cousin","3.1.1.3.9.NA.NA.sub.5.1"
"child of first cousin","3.1.1.3.9.NA.NA.sub.5.1"
"parent's second cousin","3.1.1.3.9.NA.NA.sub.5.1"
"condition of cousin","3.1.1.3.9.NA.NA.sub.5.1"
"Cousinly","3.1.1.3.9.NA.NA.5"
"that is a cousin","3.1.1.3.9.NA.NA.sub.5.1"
"call each other cousin","3.1.1.3.9.NA.NA.sub.5.1"
"call cousin","3.1.1.3.9.NA.NA.sub.5.1"
"Ancestor","3.1.1.3.10.NA.NA.5"
"collectively","3.1.1.3.10.NA.NA.sub.5.1"
"female","3.1.1.3.10.NA.NA.sub.5.1"
"first ancestor/patriarch","3.1.1.3.10.NA.NA.sub.5.1"
"female","3.1.1.3.10.NA.NA.sub.5.2"
"of tribes of Israel","3.1.1.3.10.NA.NA.sub.5.2"
"Adam and Eve as","3.1.1.3.10.NA.NA.sub.5.2"
"Adam","3.1.1.3.10.NA.NA.sub.5.3"
"Eve","3.1.1.3.10.NA.NA.sub.5.3"
"ancestral stock/root","3.1.1.3.10.NA.NA.sub.5.1"
"collateral ancestor","3.1.1.3.10.NA.NA.sub.5.1"
"position of ancestor","3.1.1.3.10.NA.NA.sub.5.1"
"Of ancestors","3.1.1.3.10.NA.NA.5"
"of patriarchs","3.1.1.3.10.NA.NA.sub.5.1"
"specific","3.1.1.3.10.NA.NA.sub.5.2"
"without succession","3.1.1.3.10.NA.NA.sub.5.1"
"In an ancestral manner","3.1.1.3.10.NA.NA.5"
"Be ancestor of","3.1.1.3.10.NA.NA.5"
"Descendant","3.1.1.3.11.NA.NA.5"
"collectively","3.1.1.3.11.NA.NA.sub.5.1"
"at each stage of descent","3.1.1.3.11.NA.NA.sub.5.2"
"female","3.1.1.3.11.NA.NA.sub.5.1"
"descendant like ancestor","3.1.1.3.11.NA.NA.sub.5.1"
"direct descendant","3.1.1.3.11.NA.NA.sub.5.1"
"collateral descendant","3.1.1.3.11.NA.NA.sub.5.1"
"remote descendant","3.1.1.3.11.NA.NA.sub.5.1"
"descendants of individuals","3.1.1.3.11.NA.NA.sub.5.1"
"Descended","3.1.1.3.11.NA.NA.5"
"directly","3.1.1.3.11.NA.NA.sub.5.1"
"not","3.1.1.3.11.NA.NA.sub.5.2"
"collaterally","3.1.1.3.11.NA.NA.sub.5.1"
"from a like source on both sides","3.1.1.3.11.NA.NA.sub.5.1"
"having specific kind of ancestors","3.1.1.3.11.NA.NA.sub.5.1"
"inbred","3.1.1.3.11.NA.NA.sub.5.2"
"of noble descent","3.1.1.3.11.NA.NA.sub.5.2"
"between generations","3.1.1.3.11.NA.NA.sub.5.1"
"Be descended","3.1.1.3.11.NA.NA.5"
"from a society","3.1.1.3.11.NA.NA.sub.5.1"
"from common stock/parentage","3.1.1.3.11.NA.NA.sub.5.1"
"from unknown ancestry","3.1.1.3.11.NA.NA.sub.5.1"
"bring down by succession","3.1.1.3.11.NA.NA.sub.5.1"
"deprive of descendant","3.1.1.3.11.NA.NA.sub.5.1"
"Expressing descent","3.1.1.3.11.NA.NA.5"
"Lineage/descent","3.1.1.4.NA.NA.NA.4"
"condition determined by","3.1.1.4.NA.NA.NA.sub.4.1"
"noble birth/lineage","3.1.1.4.NA.NA.NA.sub.4.2"
"a line of descent","3.1.1.4.NA.NA.NA.sub.4.1"
"one of various lines","3.1.1.4.NA.NA.NA.sub.4.2"
"main line","3.1.1.4.NA.NA.NA.sub.4.2"
"degree in descent","3.1.1.4.NA.NA.NA.sub.4.2"
"side","3.1.1.4.NA.NA.NA.sub.4.2"
"male line/side","3.1.1.4.NA.NA.NA.sub.4.3"
"female line/side","3.1.1.4.NA.NA.NA.sub.4.3"
"custom of succession on","3.1.1.4.NA.NA.NA.sub.4.4"
"either side","3.1.1.4.NA.NA.NA.sub.4.3"
"opposite sides","3.1.1.4.NA.NA.NA.sub.4.3"
"collateral line","3.1.1.4.NA.NA.NA.sub.4.2"
"descent of younger branch","3.1.1.4.NA.NA.NA.sub.4.2"
"union of two lines of descent","3.1.1.4.NA.NA.NA.sub.4.2"
"succession of one born after father's accession","3.1.1.4.NA.NA.NA.sub.4.1"
"ascent","3.1.1.4.NA.NA.NA.sub.4.1"
"degree in","3.1.1.4.NA.NA.NA.sub.4.2"
"in direct line","3.1.1.4.NA.NA.NA.sub.4.1"
"pertaining to","3.1.1.4.NA.NA.NA.sub.4.2"
"out of direct line","3.1.1.4.NA.NA.NA.sub.4.1"
"one side","3.1.1.4.NA.NA.NA.sub.4.1"
"male line/side","3.1.1.4.NA.NA.NA.sub.4.1"
"female line/side","3.1.1.4.NA.NA.NA.sub.4.1"
"either side","3.1.1.4.NA.NA.NA.sub.4.1"
"ascending","3.1.1.4.NA.NA.NA.sub.4.1"
"By descent","3.1.1.4.NA.NA.NA.4"
"in direct line","3.1.1.4.NA.NA.NA.sub.4.1"
"through intermediate links","3.1.1.4.NA.NA.NA.sub.4.1"
"male line/side","3.1.1.4.NA.NA.NA.sub.4.1"
"female line/side","3.1.1.4.NA.NA.NA.sub.4.1"
"collaterally","3.1.1.4.NA.NA.NA.sub.4.1"
"ascend","3.1.1.4.NA.NA.NA.sub.4.1"
"Genealogy as study","3.1.1.4.1.NA.NA.5"
"genealogist","3.1.1.4.1.NA.NA.sub.5.1"
"action of","3.1.1.4.1.NA.NA.sub.5.1"
"genealogical record","3.1.1.4.1.NA.NA.sub.5.1"
"of Church Fathers","3.1.1.4.1.NA.NA.sub.5.2"
"tree/diagram, etc.","3.1.1.4.1.NA.NA.sub.5.2"
"of Christ","3.1.1.4.1.NA.NA.sub.5.3"
"of genera of man","3.1.1.4.1.NA.NA.sub.5.3"
"position in","3.1.1.4.1.NA.NA.sub.5.2"
"person of central importance in","3.1.1.4.1.NA.NA.sub.5.2"
"Genealogical","3.1.1.4.1.NA.NA.5"
"pertaining to record","3.1.1.4.1.NA.NA.sub.5.1"
"having recorded genealogy","3.1.1.4.1.NA.NA.sub.5.1"
"remote","3.1.1.4.1.NA.NA.sub.5.1"
"branching","3.1.1.4.1.NA.NA.sub.5.1"
"In a genealogical manner","3.1.1.4.1.NA.NA.5"
"genealogist","3.1.1.4.1.NA.NA.sub.5.1"
"Trace genealogies","3.1.1.4.1.NA.NA.5"
"have place in genealogy","3.1.1.4.1.NA.NA.sub.5.1"
"derive pedigree","3.1.1.4.1.NA.NA.sub.5.1"
"Trace genealogy of","3.1.1.4.1.NA.NA.5"
"Marriage/wedlock","3.1.1.5.NA.NA.NA.4"
"status as married or single","3.1.1.5.NA.NA.NA.sub.4.1"
"union in","3.1.1.5.NA.NA.NA.sub.4.1"
"fact of","3.1.1.5.NA.NA.NA.sub.4.2"
"state of being","3.1.1.5.NA.NA.NA.sub.4.2"
"time of","3.1.1.5.NA.NA.NA.sub.4.1"
"conjugal virtues/character","3.1.1.5.NA.NA.NA.sub.4.1"
"excessive love for wife","3.1.1.5.NA.NA.NA.sub.4.3"
"excessive love for husband","3.1.1.5.NA.NA.NA.sub.4.3"
"conjugal fidelity","3.1.1.5.NA.NA.NA.sub.4.2"
"unhappiness","3.1.1.5.NA.NA.NA.sub.4.2"
"conjugal relations","3.1.1.5.NA.NA.NA.sub.4.1"
"impossibility of","3.1.1.5.NA.NA.NA.sub.4.3"
"rights and duties","3.1.1.5.NA.NA.NA.sub.4.2"
"giving advice on problems of","3.1.1.5.NA.NA.NA.sub.4.1"
"one who","3.1.1.5.NA.NA.NA.sub.4.2"
"doctrine of excellence of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"believing in indissolubility of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"false boast of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"hatred of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"one who","3.1.1.5.NA.NA.NA.sub.4.2"
"absence/non-recognition of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"Of/pertaining to marriage/wedlock","3.1.1.5.NA.NA.NA.4"
"specifically Swedenborgian","3.1.1.5.NA.NA.NA.sub.4.1"
"derived from marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"characterized by excessive love of wife","3.1.1.5.NA.NA.NA.sub.4.1"
"specifically of actions","3.1.1.5.NA.NA.NA.sub.4.2"
"outside of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"not like/typical of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"not befitting conjugality","3.1.1.5.NA.NA.NA.sub.4.1"
"of cruelty/insult/neglect","3.1.1.5.NA.NA.NA.sub.4.1"
"free from/unattended by marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"believing in indissolubility of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"hating marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"In manner pertaining to marriage","3.1.1.5.NA.NA.NA.4"
"as regards marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"by right of marriage","3.1.1.5.NA.NA.NA.sub.4.1"
"according to laws of matrimony","3.1.1.5.NA.NA.NA.sub.4.1"
"with excessive love of wife","3.1.1.5.NA.NA.NA.sub.4.1"
"Married person","3.1.1.5.1.NA.NA.5"
"married people","3.1.1.5.1.NA.NA.sub.5.1"
"married couple","3.1.1.5.1.NA.NA.sub.5.2"
"elderly","3.1.1.5.1.NA.NA.sub.5.3"
"spouse/consort/partner","3.1.1.5.1.NA.NA.sub.5.1"
"position of consort","3.1.1.5.1.NA.NA.sub.5.2"
"Married","3.1.1.5.1.NA.NA.5"
"legally married","3.1.1.5.1.NA.NA.sub.5.1"
"pertaining to/characteristic of married persons","3.1.1.5.1.NA.NA.sub.5.1"
"like elderly married couple","3.1.1.5.1.NA.NA.sub.5.1"
"pertaining to a husband or wife","3.1.1.5.1.NA.NA.sub.5.1"
"not like spouse","3.1.1.5.1.NA.NA.sub.5.1"
"As/in manner of married person/spouse","3.1.1.5.1.NA.NA.5"
"Be married","3.1.1.5.1.NA.NA.5"
"behave as elderly married couple","3.1.1.5.1.NA.NA.sub.5.1"
"Have as one's spouse","3.1.1.5.1.NA.NA.5"
"Married woman","3.1.1.5.1.1.NA.6"
"collectively","3.1.1.5.1.1.NA.sub.6.1"
"personality of","3.1.1.5.1.1.NA.sub.6.1"
"quality","3.1.1.5.1.1.NA.sub.6.1"
"condition/position of","3.1.1.5.1.1.NA.sub.6.1"
"as expert on pregnancy","3.1.1.5.1.1.NA.sub.6.1"
"group of","3.1.1.5.1.1.NA.sub.6.2"
"native north American","3.1.1.5.1.1.NA.sub.6.1"
"Dutch/German","3.1.1.5.1.1.NA.sub.6.1"
"French","3.1.1.5.1.1.NA.sub.6.1"
"wife","3.1.1.5.1.1.NA.sub.6.1"
"as term of address","3.1.1.5.1.1.NA.sub.6.2"
"wives collectively","3.1.1.5.1.1.NA.sub.6.2"
"contrasted as types of opposite characters","3.1.1.5.1.1.NA.sub.6.3"
"alleged term for company of","3.1.1.5.1.1.NA.sub.6.2"
"character/quality of","3.1.1.5.1.1.NA.sub.6.2"
"condition/position of","3.1.1.5.1.1.NA.sub.6.2"
"dear wife","3.1.1.5.1.1.NA.sub.6.2"
"little wife (term of endearment)","3.1.1.5.1.1.NA.sub.6.2"
"very young wife","3.1.1.5.1.1.NA.sub.6.2"
"one's wife","3.1.1.5.1.1.NA.sub.6.2"
"wife as source of offspring","3.1.1.5.1.1.NA.sub.6.2"
"wife who is also something else","3.1.1.5.1.1.NA.sub.6.2"
"domineering wife","3.1.1.5.1.1.NA.sub.6.2"
"indicating","3.1.1.5.1.1.NA.sub.6.3"
"action of","3.1.1.5.1.1.NA.sub.6.3"
"fact of being","3.1.1.5.1.1.NA.sub.6.3"
"native north American","3.1.1.5.1.1.NA.sub.6.2"
"wife of one in specific occupation","3.1.1.5.1.1.NA.sub.6.2"
"specific","3.1.1.5.1.1.NA.sub.6.3"
"wife whose husband is absent","3.1.1.5.1.1.NA.sub.6.2"
"condition of","3.1.1.5.1.1.NA.sub.6.3"
"wife ill-treated by partner","3.1.1.5.1.1.NA.sub.6.2"
"Married (of a woman)","3.1.1.5.1.1.NA.6"
"pertaining/appropriate to married woman","3.1.1.5.1.1.NA.sub.6.1"
"characteristic of","3.1.1.5.1.1.NA.sub.6.1"
"rendered matronly","3.1.1.5.1.1.NA.sub.6.1"
"under protection of husband","3.1.1.5.1.1.NA.sub.6.1"
"referring to former name","3.1.1.5.1.1.NA.sub.6.1"
"pertaining to/characteristic of wife","3.1.1.5.1.1.NA.sub.6.1"
"such as a wife should be","3.1.1.5.1.1.NA.sub.6.2"
"not like wife","3.1.1.5.1.1.NA.sub.6.2"
"who is dominated by husband","3.1.1.5.1.1.NA.sub.6.2"
"whose husband is absent","3.1.1.5.1.1.NA.sub.6.2"
"Married","3.1.1.5.1.1.NA.6"
"in manner of married woman","3.1.1.5.1.1.NA.sub.6.1"
"as/in manner of a wife","3.1.1.5.1.1.NA.sub.6.1"
"Be/become married woman","3.1.1.5.1.1.NA.6"
"act as a wife","3.1.1.5.1.1.NA.sub.6.1"
"domineer over husband","3.1.1.5.1.1.NA.sub.6.2"
"live alone in husband's absence","3.1.1.5.1.1.NA.sub.6.2"
"render matronly","3.1.1.5.1.1.NA.sub.6.1"
"domineer over husband","3.1.1.5.1.1.NA.sub.6.1"
"for/as one's wife","3.1.1.5.1.1.NA.sub.6.1"
"the wife rules the husband","3.1.1.5.1.1.NA.sub.6.1"
"Married man","3.1.1.5.1.2.NA.6"
"native north American","3.1.1.5.1.2.NA.sub.6.1"
"married to native north American","3.1.1.5.1.2.NA.sub.6.1"
"African tribesman","3.1.1.5.1.2.NA.sub.6.1"
"seaman","3.1.1.5.1.2.NA.sub.6.1"
"husband","3.1.1.5.1.2.NA.sub.6.1"
"term of address","3.1.1.5.1.2.NA.sub.6.2"
"alleged term for company of","3.1.1.5.1.2.NA.sub.6.2"
"position of","3.1.1.5.1.2.NA.sub.6.2"
"power of husband over wife","3.1.1.5.1.2.NA.sub.6.2"
"dear husband","3.1.1.5.1.2.NA.sub.6.2"
"youthful husband","3.1.1.5.1.2.NA.sub.6.2"
"henpecked husband","3.1.1.5.1.2.NA.sub.6.2"
"state/condition of being","3.1.1.5.1.2.NA.sub.6.3"
"husband who meddles in wife's affairs","3.1.1.5.1.2.NA.sub.6.2"
"husband after wife's confinement","3.1.1.5.1.2.NA.sub.6.2"
"jealous husband","3.1.1.5.1.2.NA.sub.6.2"
"husband whose wife is absent","3.1.1.5.1.2.NA.sub.6.2"
"condition of","3.1.1.5.1.2.NA.sub.6.3"
"Married (of a man)","3.1.1.5.1.2.NA.6"
"to a squaw","3.1.1.5.1.2.NA.sub.6.1"
"pertaining to a husband","3.1.1.5.1.2.NA.sub.6.1"
"henpecked","3.1.1.5.1.2.NA.sub.6.2"
"Be married to (a woman)","3.1.1.5.1.2.NA.6"
"monogamy","3.1.1.5.2.NA.NA.sub.5.1"
"quality","3.1.1.5.2.NA.NA.sub.5.2"
"of woman","3.1.1.5.2.NA.NA.sub.5.2"
"of man","3.1.1.5.2.NA.NA.sub.5.2"
"one who","3.1.1.5.2.NA.NA.sub.5.2"
"polygamy","3.1.1.5.2.NA.NA.sub.5.1"
"one who","3.1.1.5.2.NA.NA.sub.5.2"
"one of several spouses","3.1.1.5.2.NA.NA.sub.5.3"
"Kulinism","3.1.1.5.2.NA.NA.sub.5.2"
"Mormon","3.1.1.5.2.NA.NA.sub.5.2"
"spiritual wife of","3.1.1.5.2.NA.NA.sub.5.3"
"polyandry","3.1.1.5.2.NA.NA.sub.5.2"
"one who","3.1.1.5.2.NA.NA.sub.5.3"
"polygyny","3.1.1.5.2.NA.NA.sub.5.2"
"one who","3.1.1.5.2.NA.NA.sub.5.3"
"one of several wives","3.1.1.5.2.NA.NA.sub.5.3"
"bigamy","3.1.1.5.2.NA.NA.sub.5.2"
"one who","3.1.1.5.2.NA.NA.sub.5.3"
"woman","3.1.1.5.2.NA.NA.sub.5.4"
"repeated","3.1.1.5.2.NA.NA.sub.5.3"
"state of having three spouses","3.1.1.5.2.NA.NA.sub.5.2"
"one who","3.1.1.5.2.NA.NA.sub.5.3"
"state of having four spouses","3.1.1.5.2.NA.NA.sub.5.2"
"group-marriage","3.1.1.5.2.NA.NA.sub.5.2"
"wife-swapping","3.1.1.5.2.NA.NA.sub.5.1"
"one who","3.1.1.5.2.NA.NA.sub.5.2"
"marriage within clan/tribe","3.1.1.5.2.NA.NA.sub.5.1"
"marriage outside clan/group","3.1.1.5.2.NA.NA.sub.5.1"
"marriage of different races/societies/castes","3.1.1.5.2.NA.NA.sub.5.1"
"marriage between relations","3.1.1.5.2.NA.NA.sub.5.1"
"prohibited degrees","3.1.1.5.2.NA.NA.sub.5.2"
"marriage late in life","3.1.1.5.2.NA.NA.sub.5.1"
"concubinage/secondary marriage","3.1.1.5.2.NA.NA.sub.5.1"
"specific","3.1.1.5.2.NA.NA.sub.5.2"
"one who lives in","3.1.1.5.2.NA.NA.sub.5.2"
"concubine/secondary wife","3.1.1.5.2.NA.NA.sub.5.2"
"member of harem","3.1.1.5.2.NA.NA.sub.5.3"
"collectively","3.1.1.5.2.NA.NA.sub.5.4"
"cohabitation","3.1.1.5.2.NA.NA.sub.5.1"
"one who","3.1.1.5.2.NA.NA.sub.5.2"
"mÌ©nage ÌÊ trois","3.1.1.5.2.NA.NA.sub.5.2"
"of/pertaining to monogamy","3.1.1.5.2.NA.NA.sub.5.1"
"practising monogamy","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising monogyny","3.1.1.5.2.NA.NA.sub.5.2"
"practising monandry","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising polygamy","3.1.1.5.2.NA.NA.sub.5.1"
"Mormon","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising polyandry","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising polygyny","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising bigamy","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising trigamy","3.1.1.5.2.NA.NA.sub.5.2"
"group marriage","3.1.1.5.2.NA.NA.sub.5.1"
"wife-swapping","3.1.1.5.2.NA.NA.sub.5.1"
"marriage within tribe/group","3.1.1.5.2.NA.NA.sub.5.1"
"marriage outside tribe/group","3.1.1.5.2.NA.NA.sub.5.1"
"marriage of different races/societies/castes","3.1.1.5.2.NA.NA.sub.5.1"
"capable of","3.1.1.5.2.NA.NA.sub.5.2"
"marriage between relations","3.1.1.5.2.NA.NA.sub.5.1"
"obligatory","3.1.1.5.2.NA.NA.sub.5.2"
"pertaining to/practising concubinage","3.1.1.5.2.NA.NA.sub.5.1"
"pertaining to cohabitation","3.1.1.5.2.NA.NA.sub.5.1"
"monogamously","3.1.1.5.2.NA.NA.sub.5.1"
"polygamously","3.1.1.5.2.NA.NA.sub.5.1"
"bigamously","3.1.1.5.2.NA.NA.sub.5.2"
"practise polygamy","3.1.1.5.2.NA.NA.sub.5.1"
"wife-swap","3.1.1.5.2.NA.NA.sub.5.1"
"practise endogamy","3.1.1.5.2.NA.NA.sub.5.1"
"practise exogamy","3.1.1.5.2.NA.NA.sub.5.1"
"have concubine","3.1.1.5.2.NA.NA.sub.5.1"
"cohabit","3.1.1.5.2.NA.NA.sub.5.1"
"make monogamous","3.1.1.5.2.NA.NA.sub.5.1"
"take as a concubine","3.1.1.5.2.NA.NA.sub.5.1"
"furnish with a concubine","3.1.1.5.2.NA.NA.sub.5.1"
"cohabit with","3.1.1.5.2.NA.NA.sub.5.1"
"provide sexual partner with accommodation","3.1.1.5.2.NA.NA.sub.5.2"
"A marriage","3.1.1.5.3.NA.NA.5"
"unlawful/invalid","3.1.1.5.3.NA.NA.sub.5.1"
"unconsummated","3.1.1.5.3.NA.NA.sub.5.1"
"common-law","3.1.1.5.3.NA.NA.sub.5.1"
"female partner","3.1.1.5.3.NA.NA.sub.5.2"
"between persons of different races/religions","3.1.1.5.3.NA.NA.sub.5.1"
"of convenience","3.1.1.5.3.NA.NA.sub.5.1"
"unsuitable","3.1.1.5.3.NA.NA.sub.5.1"
"viewed as more or less advantageous","3.1.1.5.3.NA.NA.sub.5.1"
"for love","3.1.1.5.3.NA.NA.sub.5.2"
"for money","3.1.1.5.3.NA.NA.sub.5.2"
"marriage with insufficient means","3.1.1.5.3.NA.NA.sub.5.2"
"of persons of unequal rank","3.1.1.5.3.NA.NA.sub.5.1"
"with social inferior","3.1.1.5.3.NA.NA.sub.5.2"
"female partner","3.1.1.5.3.NA.NA.sub.5.3"
"with social superior","3.1.1.5.3.NA.NA.sub.5.2"
"as source of specifically offspring","3.1.1.5.3.NA.NA.sub.5.1"
"other types","3.1.1.5.3.NA.NA.sub.5.1"
"lawful/valid","3.1.1.5.3.NA.NA.sub.5.1"
"between marriages","3.1.1.5.3.NA.NA.sub.5.1"
"pertaining to temporary marriage","3.1.1.5.3.NA.NA.sub.5.1"
"marriage without sexual relations","3.1.1.5.3.NA.NA.sub.5.1"
"fortunate in marriage","3.1.1.5.3.NA.NA.sub.5.1"
"wrongly/unsuitably contracted (of marriage)","3.1.1.5.3.NA.NA.sub.5.1"
"ill-matched (of people)","3.1.1.5.3.NA.NA.sub.5.1"
"marriage to social inferior","3.1.1.5.3.NA.NA.sub.5.1"
"marriage to social superior","3.1.1.5.3.NA.NA.sub.5.1"
"such as the law permits and regards as valid","3.1.1.5.3.NA.NA.sub.5.1"
"marriage to social inferior","3.1.1.5.3.NA.NA.sub.5.1"
"have a successful marriage","3.1.1.5.3.NA.NA.sub.5.1"
"marry rich person","3.1.1.5.3.NA.NA.sub.5.1"
"make unsuitable marriage","3.1.1.5.3.NA.NA.sub.5.1"
"marry with social inferior","3.1.1.5.3.NA.NA.sub.5.1"
"marry with social superior","3.1.1.5.3.NA.NA.sub.5.1"
"marry unlawfully","3.1.1.5.3.NA.NA.sub.5.1"
"make unsuitable marriage","3.1.1.5.3.NA.NA.sub.5.1"
"marry to social inferior","3.1.1.5.3.NA.NA.sub.5.1"
"marry to social superior","3.1.1.5.3.NA.NA.sub.5.1"
"make unsuitable marriage","3.1.1.5.3.NA.NA.sub.5.1"
"marry with social inferior","3.1.1.5.3.NA.NA.sub.5.1"
"A marriage","3.1.1.5.3.NA.NA.5"
"Fitness for marriage","3.1.1.5.4.NA.NA.5"
"of a woman","3.1.1.5.4.NA.NA.sub.5.1"
"age for marrying","3.1.1.5.4.NA.NA.sub.5.1"
"age of legal consent to marriage","3.1.1.5.4.NA.NA.sub.5.2"
"marriageable person","3.1.1.5.4.NA.NA.sub.5.1"
"one who is free to marry","3.1.1.5.4.NA.NA.sub.5.2"
"with reference to means/position","3.1.1.5.4.NA.NA.sub.5.2"
"person(s) desirable on account of","3.1.1.5.4.NA.NA.sub.5.3"
"man desirable/ideal as husband","3.1.1.5.4.NA.NA.sub.5.2"
"to widows","3.1.1.5.4.NA.NA.sub.5.3"
"woman desirable/ideal as wife","3.1.1.5.4.NA.NA.sub.5.2"
"opportunity for marriage","3.1.1.5.4.NA.NA.sub.5.1"
"Marriageable","3.1.1.5.4.NA.NA.5"
"legally","3.1.1.5.4.NA.NA.sub.5.1"
"of marriageable age","3.1.1.5.4.NA.NA.sub.5.1"
"suitable for marriage (of age)","3.1.1.5.4.NA.NA.sub.5.2"
"marriageable (of woman)","3.1.1.5.4.NA.NA.sub.5.1"
"inclined/likely to marry","3.1.1.5.4.NA.NA.sub.5.1"
"inclining/conducive to marrying","3.1.1.5.4.NA.NA.sub.5.1"
"unmarriageable","3.1.1.5.4.NA.NA.sub.5.1"
"past marriageable age","3.1.1.5.4.NA.NA.sub.5.2"
"without prospects of marrying","3.1.1.5.4.NA.NA.sub.5.1"
"have prospect of being married","3.1.1.5.4.NA.NA.sub.5.1"
"one who","3.1.1.5.5.NA.NA.sub.5.1"
"seeking a wife","3.1.1.5.5.NA.NA.sub.5.1"
"one who","3.1.1.5.5.NA.NA.sub.5.2"
"seeking heiress as","3.1.1.5.5.NA.NA.sub.5.2"
"one who","3.1.1.5.5.NA.NA.sub.5.3"
"seeking widow as","3.1.1.5.5.NA.NA.sub.5.2"
"one who","3.1.1.5.5.NA.NA.sub.5.3"
"seeking hand in marriage","3.1.1.5.5.NA.NA.sub.5.1"
"one who","3.1.1.5.5.NA.NA.sub.5.2"
"condition of","3.1.1.5.5.NA.NA.sub.5.3"
"woman","3.1.1.5.5.NA.NA.sub.5.3"
"one who is not eligible as a suitor","3.1.1.5.5.NA.NA.sub.5.3"
"specifically","3.1.1.5.5.NA.NA.sub.5.4"
"state of being","3.1.1.5.5.NA.NA.sub.5.5"
"attempt to gain husband","3.1.1.5.5.NA.NA.sub.5.1"
"one who","3.1.1.5.5.NA.NA.sub.5.2"
"by going to India","3.1.1.5.5.NA.NA.sub.5.3"
"marriage market","3.1.1.5.5.NA.NA.sub.5.1"
"pertaining to courting/wooing","3.1.1.5.5.NA.NA.sub.5.1"
"courting/wooing","3.1.1.5.5.NA.NA.sub.5.2"
"courted/wooed","3.1.1.5.5.NA.NA.sub.5.2"
"not","3.1.1.5.5.NA.NA.sub.5.3"
"not successfully","3.1.1.5.5.NA.NA.sub.5.3"
"able to be","3.1.1.5.5.NA.NA.sub.5.3"
"With a view to matrimony","3.1.1.5.5.NA.NA.5"
"be a suitor","3.1.1.5.5.NA.NA.sub.5.1"
"be sought in marriage","3.1.1.5.5.NA.NA.sub.5.1"
"Seek in marriage","3.1.1.5.5.NA.NA.5"
"consider with a view to marrying","3.1.1.5.5.NA.NA.sub.5.1"
"court/woo","3.1.1.5.5.NA.NA.sub.5.1"
"vigorously","3.1.1.5.5.NA.NA.sub.5.2"
"attempt to gain as husband","3.1.1.5.5.NA.NA.sub.5.1"
"be put in way of potential husband","3.1.1.5.5.NA.NA.sub.5.1"
"gain as wife","3.1.1.5.5.NA.NA.sub.5.1"
"reject as suitor","3.1.1.5.5.NA.NA.sub.5.1"
"attempt to gain as husband","3.1.1.5.5.NA.NA.sub.5.1"
"squander oneself in unsuitable marriage","3.1.1.5.5.NA.NA.sub.5.1"
"Match-making","3.1.1.5.6.NA.NA.5"
"specific kind","3.1.1.5.6.NA.NA.sub.5.1"
"consideration given for","3.1.1.5.6.NA.NA.sub.5.1"
"match-maker","3.1.1.5.6.NA.NA.sub.5.1"
